,country_name,city_name,aqi_value,aqi_category,co_aqi_value,co_aqi_category,ozone_aqi_value,ozone_aqi_category,no2_aqi_value,no2_aqi_category,pm2.5_aqi_value,pm2.5_aqi_category
14139,Senegal,Linguere,152,Unhealthy,1,Good,23,Good,1,Good,152,Unhealthy
14149,India,Maghar,380,Hazardous,3,Good,148,Unhealthy for Sensitive Groups,1,Good,327,Hazardous
14150,India,Makhu,425,Hazardous,1,Good,93,Moderate,1,Good,379,Hazardous
14158,Iran (Islamic Republic of),Khorramshahr,152,Unhealthy,2,Good,129,Unhealthy for Sensitive Groups,1,Good,152,Unhealthy
14166,India,Kandla,162,Unhealthy,0,Good,29,Good,0,Good,162,Unhealthy
14168,India,Kapurthala,292,Very Unhealthy,2,Good,140,Unhealthy for Sensitive Groups,1,Good,292,Very Unhealthy
14170,Uzbekistan,Karmana,154,Unhealthy,1,Good,41,Good,0,Good,154,Unhealthy
14175,India,Khairabad,500,Hazardous,1,Good,56,Moderate,1,Good,403,Hazardous
14179,India,Kuju,199,Unhealthy,1,Good,56,Moderate,1,Good,199,Unhealthy
14191,Chile,Tome,168,Unhealthy,4,Good,11,Good,8,Good,168,Unhealthy
14198,India,Uchana,166,Unhealthy,4,Good,66,Moderate,9,Good,166,Unhealthy
14216,Indonesia,Tanggul,160,Unhealthy,6,Good,9,Good,12,Good,160,Unhealthy
14224,Chile,Villa Alemana,193,Unhealthy,13,Good,5,Good,25,Good,193,Unhealthy
14235,China,Weifang,165,Unhealthy,6,Good,82,Moderate,16,Good,165,Unhealthy
14236,Pakistan,Sargodha,168,Unhealthy,4,Good,71,Moderate,7,Good,168,Unhealthy
14243,India,Sedam,159,Unhealthy,2,Good,40,Good,3,Good,159,Unhealthy
14247,India,Shankargarh,181,Unhealthy,5,Good,80,Moderate,7,Good,181,Unhealthy
14254,India,Sohna,181,Unhealthy,6,Good,53,Moderate,15,Good,181,Unhealthy
14260,India,Sangamner,153,Unhealthy,2,Good,29,Good,5,Good,153,Unhealthy
14274,India,Harpalpur,167,Unhealthy,3,Good,125,Unhealthy for Sensitive Groups,2,Good,167,Unhealthy
14288,Libya,Hun,175,Unhealthy,1,Good,41,Good,0,Good,175,Unhealthy
14301,China,Juegang,183,Unhealthy,10,Good,3,Good,44,Good,183,Unhealthy
14302,Democratic Republic of the Congo,Kabinda,160,Unhealthy,4,Good,70,Moderate,3,Good,160,Unhealthy
14303,India,Kaimganj,158,Unhealthy,3,Good,51,Moderate,6,Good,158,Unhealthy
14310,India,Khudaganj,156,Unhealthy,4,Good,25,Good,10,Good,156,Unhealthy
14331,China,Lanzhou,152,Unhealthy,3,Good,24,Good,18,Good,152,Unhealthy
14337,China,Lengshuijiang,184,Unhealthy,11,Good,3,Good,29,Good,184,Unhealthy
14338,China,Leshan,180,Unhealthy,9,Good,9,Good,27,Good,180,Unhealthy
14353,Libya,Marzuq,160,Unhealthy,1,Good,33,Good,0,Good,160,Unhealthy
14360,Pakistan,Mingaora,163,Unhealthy,4,Good,41,Good,6,Good,163,Unhealthy
14371,India,Najibabad,157,Unhealthy,4,Good,33,Good,10,Good,157,Unhealthy
14376,Pakistan,Narang,173,Unhealthy,6,Good,36,Good,14,Good,173,Unhealthy
14417,India,Deoranian,154,Unhealthy,4,Good,33,Good,8,Good,154,Unhealthy
14430,India,Majitha,163,Unhealthy,4,Good,45,Good,8,Good,163,Unhealthy
14431,India,Malpura,186,Unhealthy,2,Good,32,Good,5,Good,186,Unhealthy
14439,India,Beri,176,Unhealthy,5,Good,113,Unhealthy for Sensitive Groups,9,Good,176,Unhealthy
14478,China,Chuzhou,168,Unhealthy,8,Good,22,Good,31,Good,168,Unhealthy
14485,India,Ahmadnagar,155,Unhealthy,2,Good,33,Good,6,Good,155,Unhealthy
14494,India,Amloh,161,Unhealthy,4,Good,43,Good,13,Good,161,Unhealthy
14510,India,Rupnagar,167,Unhealthy,5,Good,17,Good,25,Good,167,Unhealthy
14517,South Africa,Randfontein,192,Unhealthy,7,Good,15,Good,17,Good,192,Unhealthy
14547,Indonesia,Palabuhanratu,164,Unhealthy,6,Good,25,Good,14,Good,164,Unhealthy
14548,India,Palera,167,Unhealthy,3,Good,103,Unhealthy for Sensitive Groups,2,Good,167,Unhealthy
14553,Pakistan,Pano Aqil,156,Unhealthy,2,Good,15,Good,11,Good,156,Unhealthy
14556,India,Penugonda,153,Unhealthy,4,Good,42,Good,5,Good,153,Unhealthy
14566,China,Baoying,187,Unhealthy,4,Good,187,Unhealthy,3,Good,163,Unhealthy
14568,India,Bhawanigarh,176,Unhealthy,4,Good,176,Unhealthy,1,Good,166,Unhealthy
14569,Pakistan,Bhera,194,Unhealthy,4,Good,194,Unhealthy,1,Good,173,Unhealthy
14571,India,Bidhuna,170,Unhealthy,4,Good,158,Unhealthy,1,Good,170,Unhealthy
14572,India,Bijawar,162,Unhealthy,2,Good,108,Unhealthy for Sensitive Groups,0,Good,162,Unhealthy
14577,India,Bokaro,156,Unhealthy,3,Good,93,Moderate,2,Good,156,Unhealthy
14629,Indonesia,Cibitung,152,Unhealthy,3,Good,152,Unhealthy,1,Good,111,Unhealthy for Sensitive Groups
14630,Indonesia,Cikupa,207,Very Unhealthy,5,Good,207,Very Unhealthy,4,Good,166,Unhealthy
14635,China,Changzhou,164,Unhealthy,5,Good,164,Unhealthy,9,Good,158,Unhealthy
14636,Pakistan,Chawinda,152,Unhealthy,3,Good,139,Unhealthy for Sensitive Groups,1,Good,152,Unhealthy
14642,Pakistan,Chishtian Mandi,190,Unhealthy,2,Good,107,Unhealthy for Sensitive Groups,1,Good,190,Unhealthy
14654,China,Xining,156,Unhealthy,4,Good,16,Good,18,Good,156,Unhealthy
14662,India,Barhi,183,Unhealthy,1,Good,48,Good,0,Good,183,Unhealthy
14663,India,Barhiya,162,Unhealthy,4,Good,162,Unhealthy,1,Good,154,Unhealthy
14666,Pakistan,Basirpur,168,Unhealthy,2,Good,125,Unhealthy for Sensitive Groups,0,Good,168,Unhealthy
14677,Nigeria,Bugama,167,Unhealthy,7,Good,36,Good,4,Good,167,Unhealthy
14678,Democratic Republic of the Congo,Bulungu,372,Hazardous,35,Good,37,Good,13,Good,372,Hazardous
14697,Senegal,Dahra,164,Unhealthy,1,Good,17,Good,2,Good,164,Unhealthy
14710,India,Karari,223,Very Unhealthy,1,Good,46,Good,0,Good,223,Very Unhealthy
14712,India,Katghora,166,Unhealthy,1,Good,56,Moderate,1,Good,166,Unhealthy
14719,India,Gormi,188,Unhealthy,1,Good,46,Good,0,Good,188,Unhealthy
14727,India,Garhshankar,325,Hazardous,2,Good,160,Unhealthy,2,Good,325,Hazardous
14736,India,Joura,174,Unhealthy,1,Good,45,Good,0,Good,174,Unhealthy
14751,India,Dhuri,500,Hazardous,1,Good,50,Good,1,Good,471,Hazardous
14753,Pakistan,Dinga,196,Unhealthy,2,Good,164,Unhealthy,1,Good,196,Unhealthy
14757,China,Haizhou,171,Unhealthy,4,Good,171,Unhealthy,3,Good,132,Unhealthy for Sensitive Groups
14758,India,Hasanpur,500,Hazardous,1,Good,55,Moderate,1,Good,500,Hazardous
14762,China,Hengshui,188,Unhealthy,3,Good,188,Unhealthy,4,Good,141,Unhealthy for Sensitive Groups
14768,Afghanistan,Kusk,198,Unhealthy,1,Good,35,Good,0,Good,198,Unhealthy
14813,India,Patiala,500,Hazardous,1,Good,64,Moderate,1,Good,460,Hazardous
14815,India,Phalauda,500,Hazardous,1,Good,48,Good,1,Good,500,Hazardous
14833,Pakistan,Mandi Bahauddin,156,Unhealthy,2,Good,117,Unhealthy for Sensitive Groups,0,Good,156,Unhealthy
14841,Senegal,Mbacke,157,Unhealthy,2,Good,12,Good,3,Good,157,Unhealthy
14875,China,Nanchong,163,Unhealthy,6,Good,47,Good,20,Good,163,Unhealthy
14878,India,Narnaund,152,Unhealthy,2,Good,134,Unhealthy for Sensitive Groups,1,Good,152,Unhealthy
14879,India,Nathdwara,196,Unhealthy,1,Good,33,Good,0,Good,196,Unhealthy
14890,Iran (Islamic Republic of),Minab,154,Unhealthy,1,Good,117,Unhealthy for Sensitive Groups,0,Good,154,Unhealthy
14903,Pakistan,Ahmadpur East,196,Unhealthy,2,Good,117,Unhealthy for Sensitive Groups,0,Good,196,Unhealthy
14909,India,Bansdih,154,Unhealthy,3,Good,91,Moderate,2,Good,154,Unhealthy
14912,India,Barmer,328,Hazardous,0,Good,29,Good,0,Good,246,Very Unhealthy
14917,India,Bhawanipatna,159,Unhealthy,2,Good,66,Moderate,0,Good,159,Unhealthy
14918,India,Bhongaon,166,Unhealthy,4,Good,156,Unhealthy,1,Good,166,Unhealthy
14936,India,Charkhari,161,Unhealthy,3,Good,159,Unhealthy,0,Good,161,Unhealthy
14939,Indonesia,Cibadak,181,Unhealthy,4,Good,181,Unhealthy,3,Good,157,Unhealthy
14942,India,Bithur,172,Unhealthy,4,Good,157,Unhealthy,1,Good,172,Unhealthy
14984,India,Baraut,163,Unhealthy,3,Good,161,Unhealthy,3,Good,163,Unhealthy
15019,India,Talwara,158,Unhealthy,4,Good,35,Good,9,Good,158,Unhealthy
15021,Philippines,Tarlac,154,Unhealthy,2,Good,25,Good,7,Good,154,Unhealthy
15037,India,Dugda,152,Unhealthy,3,Good,123,Unhealthy for Sensitive Groups,1,Good,152,Unhealthy
15042,Eritrea,Edd,163,Unhealthy,1,Good,41,Good,0,Good,163,Unhealthy
15051,China,Danjiangkou,154,Unhealthy,2,Good,154,Unhealthy,1,Good,60,Moderate
15080,Pakistan,Sadiqabad,203,Very Unhealthy,1,Good,89,Moderate,1,Good,203,Very Unhealthy
15083,India,Anand,163,Unhealthy,1,Good,34,Good,0,Good,163,Unhealthy
15085,India,Anklesvar,156,Unhealthy,1,Good,26,Good,0,Good,156,Unhealthy
15093,Pakistan,Hasilpur,198,Unhealthy,1,Good,87,Moderate,0,Good,198,Unhealthy
15094,India,Hathras,192,Unhealthy,2,Good,135,Unhealthy for Sensitive Groups,1,Good,192,Unhealthy
15108,Mexico,Huixquilucan,167,Unhealthy,5,Good,5,Good,19,Good,167,Unhealthy
15116,Brazil,Cotia,169,Unhealthy,6,Good,1,Good,20,Good,169,Unhealthy
15122,India,Chhoti Sadri,192,Unhealthy,1,Good,35,Good,0,Good,192,Unhealthy
15137,India,Kotma,180,Unhealthy,2,Good,59,Moderate,0,Good,180,Unhealthy
15157,India,Sehore,196,Unhealthy,1,Good,37,Good,0,Good,196,Unhealthy
15179,Pakistan,Sarai Naurang,175,Unhealthy,2,Good,85,Moderate,0,Good,175,Unhealthy
15181,South Africa,Somerset West,259,Very Unhealthy,12,Good,9,Good,8,Good,259,Very Unhealthy
15183,South Africa,Springs,175,Unhealthy,7,Good,12,Good,19,Good,175,Unhealthy
15202,India,Tundla,180,Unhealthy,6,Good,39,Good,13,Good,180,Unhealthy
15209,South Africa,Westonaria,158,Unhealthy,5,Good,19,Good,14,Good,158,Unhealthy
15224,China,Xinzhi,152,Unhealthy,4,Good,25,Good,20,Good,152,Unhealthy
15233,India,Jaswantnagar,211,Very Unhealthy,2,Good,98,Moderate,1,Good,211,Very Unhealthy
15234,India,Jatara,199,Unhealthy,1,Good,50,Good,0,Good,199,Unhealthy
15235,China,Jiangyin,169,Unhealthy,5,Good,169,Unhealthy,9,Good,155,Unhealthy
15236,China,Jieshi,168,Unhealthy,3,Good,168,Unhealthy,2,Good,84,Moderate
15241,India,Kairana,156,Unhealthy,3,Good,156,Unhealthy,1,Good,154,Unhealthy
15243,Pakistan,Kamir,182,Unhealthy,2,Good,128,Unhealthy for Sensitive Groups,1,Good,182,Unhealthy
15244,Democratic Republic of the Congo,Kaniama,266,Very Unhealthy,12,Good,43,Good,13,Good,266,Very Unhealthy
15254,India,Dasna,165,Unhealthy,4,Good,144,Unhealthy for Sensitive Groups,2,Good,165,Unhealthy
15255,India,Daurala,160,Unhealthy,3,Good,118,Unhealthy for Sensitive Groups,1,Good,160,Unhealthy
15258,India,Dibai,162,Unhealthy,3,Good,131,Unhealthy for Sensitive Groups,2,Good,162,Unhealthy
15267,Bangladesh,Narsingdi,178,Unhealthy,2,Good,49,Good,2,Good,178,Unhealthy
15268,Pakistan,Nasirabad,162,Unhealthy,1,Good,69,Moderate,1,Good,162,Unhealthy
15293,Pakistan,Ratodero,165,Unhealthy,1,Good,75,Moderate,1,Good,165,Unhealthy
15304,Dominican Republic,Salcedo,155,Unhealthy,3,Good,11,Good,11,Good,155,Unhealthy
15314,India,Kumbhraj,156,Unhealthy,1,Good,42,Good,0,Good,156,Unhealthy
15315,India,Kundla,154,Unhealthy,0,Good,30,Good,0,Good,154,Unhealthy
15322,Iran (Islamic Republic of),Mehriz,154,Unhealthy,1,Good,45,Good,0,Good,154,Unhealthy
15347,Pakistan,Sibi,159,Unhealthy,1,Good,81,Moderate,0,Good,159,Unhealthy
15350,India,Sirathu,227,Very Unhealthy,1,Good,47,Good,0,Good,227,Very Unhealthy
15351,India,Sojitra,155,Unhealthy,1,Good,35,Good,0,Good,155,Unhealthy
15364,Pakistan,Pind Dadan Khan,209,Very Unhealthy,2,Good,154,Unhealthy,1,Good,209,Very Unhealthy
15378,India,Vada,152,Unhealthy,1,Good,29,Good,1,Good,152,Unhealthy
15391,China,Zhoukou,179,Unhealthy,3,Good,179,Unhealthy,2,Good,125,Unhealthy for Sensitive Groups
15397,India,Viramgam,164,Unhealthy,1,Good,37,Good,0,Good,164,Unhealthy
15400,India,Vrindavan,246,Very Unhealthy,1,Good,44,Good,0,Good,246,Very Unhealthy
15411,Finland,Tuusula,157,Unhealthy,3,Good,21,Good,15,Good,157,Unhealthy
15412,India,Lakhna,202,Very Unhealthy,1,Good,46,Good,0,Good,202,Very Unhealthy
15421,China,Linqiong,167,Unhealthy,7,Good,46,Good,23,Good,167,Unhealthy
15432,India,Lahar,250,Very Unhealthy,1,Good,49,Good,0,Good,250,Very Unhealthy
15433,China,Lingyuan,153,Unhealthy,3,Good,107,Unhealthy for Sensitive Groups,1,Good,153,Unhealthy
15440,China,Luqiao,206,Very Unhealthy,6,Good,206,Very Unhealthy,5,Good,157,Unhealthy
15453,Bahrain,Manama,188,Unhealthy,2,Good,127,Unhealthy for Sensitive Groups,3,Good,188,Unhealthy
15462,India,Jaipur,191,Unhealthy,1,Good,40,Good,0,Good,191,Unhealthy
15463,India,Jalaun,247,Very Unhealthy,1,Good,53,Moderate,0,Good,247,Very Unhealthy
15464,India,Jamuria,167,Unhealthy,4,Good,137,Unhealthy for Sensitive Groups,2,Good,167,Unhealthy
15496,India,Rampura,257,Very Unhealthy,1,Good,56,Moderate,1,Good,257,Very Unhealthy
15497,India,Ranapur,152,Unhealthy,1,Good,35,Good,0,Good,152,Unhealthy
15506,Mexico,San Martin De Las Piramides,255,Very Unhealthy,2,Good,18,Good,10,Good,255,Very Unhealthy
15521,India,Shahpura,169,Unhealthy,1,Good,40,Good,0,Good,169,Unhealthy
15525,India,Sultanpur,181,Unhealthy,2,Good,136,Unhealthy for Sensitive Groups,1,Good,181,Unhealthy
15534,Brazil,Guarulhos,217,Very Unhealthy,13,Good,0,Good,39,Good,217,Very Unhealthy
15536,India,Gulaothi,500,Hazardous,1,Good,62,Moderate,2,Good,500,Hazardous
15554,Bangladesh,Hajiganj,164,Unhealthy,2,Good,37,Good,3,Good,164,Unhealthy
15555,India,Halol,159,Unhealthy,1,Good,32,Good,0,Good,159,Unhealthy
15569,India,Jafarpur,189,Unhealthy,3,Good,85,Moderate,3,Good,189,Unhealthy
15572,India,Jamui,186,Unhealthy,1,Good,93,Moderate,1,Good,186,Unhealthy
15574,India,Jarwal,301,Hazardous,3,Good,153,Unhealthy,2,Good,301,Hazardous
15575,India,Jewar,500,Hazardous,1,Good,40,Good,2,Good,500,Hazardous
15577,Mexico,Juchitepec,163,Unhealthy,2,Good,8,Good,14,Good,163,Unhealthy
15589,Chile,El Monte,198,Unhealthy,15,Good,0,Good,24,Good,198,Unhealthy
15591,India,Faridabad,500,Hazardous,1,Good,45,Good,2,Good,500,Hazardous
15598,India,Khailar,170,Unhealthy,1,Good,38,Good,0,Good,170,Unhealthy
15599,India,Khamaria,155,Unhealthy,1,Good,32,Good,0,Good,155,Unhealthy
15603,Iran (Islamic Republic of),Eslamshahr,235,Very Unhealthy,6,Good,235,Very Unhealthy,8,Good,169,Unhealthy
15605,China,Feicheng,167,Unhealthy,4,Good,167,Unhealthy,3,Good,161,Unhealthy
15616,India,Jamshedpur,155,Unhealthy,3,Good,83,Moderate,1,Good,155,Unhealthy
15635,India,Rehti,160,Unhealthy,1,Good,42,Good,0,Good,160,Unhealthy
15647,Pakistan,Dera Din Panah,176,Unhealthy,2,Good,113,Unhealthy for Sensitive Groups,0,Good,176,Unhealthy
15673,Brazil,Suzano,247,Very Unhealthy,16,Good,0,Good,46,Good,247,Very Unhealthy
15679,China,Taihe,171,Unhealthy,5,Good,171,Unhealthy,3,Good,135,Unhealthy for Sensitive Groups
15684,Senegal,Thies,181,Unhealthy,3,Good,22,Good,6,Good,181,Unhealthy
15686,India,Narayangarh,190,Unhealthy,3,Good,190,Unhealthy,2,Good,162,Unhealthy
15689,Uganda,Njeru,152,Unhealthy,7,Good,14,Good,4,Good,152,Unhealthy
15700,Kenya,Kiambu,175,Unhealthy,10,Good,11,Good,4,Good,175,Unhealthy
15704,India,Kot Kapura,348,Hazardous,3,Good,79,Moderate,7,Good,341,Hazardous
15705,Pakistan,Kotri,184,Unhealthy,1,Good,46,Good,0,Good,184,Unhealthy
15715,India,Mahmudabad,394,Hazardous,2,Good,132,Unhealthy for Sensitive Groups,3,Good,350,Hazardous
15728,China,Liaozhong,154,Unhealthy,3,Good,92,Moderate,4,Good,154,Unhealthy
15736,China,Peikang,201,Very Unhealthy,3,Good,201,Very Unhealthy,4,Good,130,Unhealthy for Sensitive Groups
15741,India,Pipar,218,Very Unhealthy,0,Good,33,Good,0,Good,218,Very Unhealthy
15754,India,Rabupura,214,Very Unhealthy,3,Good,155,Unhealthy,2,Good,214,Very Unhealthy
15756,Mexico,Villahermosa,173,Unhealthy,6,Good,7,Good,10,Good,173,Unhealthy
15764,China,Weinan,196,Unhealthy,3,Good,196,Unhealthy,3,Good,108,Unhealthy for Sensitive Groups
15766,India,Wer,252,Very Unhealthy,1,Good,45,Good,0,Good,252,Very Unhealthy
15787,Nigeria,Agulu,152,Unhealthy,7,Good,16,Good,7,Good,152,Unhealthy
15790,India,Maholi,159,Unhealthy,4,Good,23,Good,15,Good,159,Unhealthy
15808,Iran (Islamic Republic of),Ardakan,161,Unhealthy,1,Good,47,Good,0,Good,161,Unhealthy
15813,China,Yima,171,Unhealthy,7,Good,9,Good,25,Good,171,Unhealthy
15836,Pakistan,Bhawana,178,Unhealthy,2,Good,127,Unhealthy for Sensitive Groups,1,Good,178,Unhealthy
15840,Indonesia,Bangil,155,Unhealthy,3,Good,96,Moderate,2,Good,155,Unhealthy
15846,India,Chirgaon,217,Very Unhealthy,1,Good,46,Good,0,Good,217,Very Unhealthy
15847,India,Ballarpur,159,Unhealthy,1,Good,27,Good,3,Good,159,Unhealthy
15848,Indonesia,Ciputat,202,Very Unhealthy,5,Good,202,Very Unhealthy,3,Good,168,Unhealthy
15874,Brazil,Belford Roxo,154,Unhealthy,5,Good,1,Good,20,Good,154,Unhealthy
15899,Angola,Camabatela,198,Unhealthy,12,Good,29,Good,8,Good,198,Unhealthy
15907,India,Champa,181,Unhealthy,1,Good,79,Moderate,1,Good,181,Unhealthy
15909,Indonesia,Buduran,158,Unhealthy,3,Good,133,Unhealthy for Sensitive Groups,1,Good,158,Unhealthy
15913,India,Tigri,174,Unhealthy,4,Good,174,Unhealthy,2,Good,158,Unhealthy
15942,India,Bisauli,155,Unhealthy,3,Good,99,Moderate,1,Good,155,Unhealthy
15973,Mexico,Zumpango,175,Unhealthy,3,Good,12,Good,13,Good,175,Unhealthy
15990,Nigeria,Umuahia,165,Unhealthy,9,Good,19,Good,7,Good,165,Unhealthy
15991,Viet Nam,Uong Bi,152,Unhealthy,3,Good,43,Good,3,Good,152,Unhealthy
15995,India,Vadodara,155,Unhealthy,0,Good,28,Good,0,Good,155,Unhealthy
16002,India,Vidisha,153,Unhealthy,1,Good,37,Good,0,Good,153,Unhealthy
16014,India,Rajura,158,Unhealthy,1,Good,27,Good,3,Good,158,Unhealthy
16037,India,Morar,239,Very Unhealthy,1,Good,46,Good,0,Good,239,Very Unhealthy
16043,India,Nagar,310,Hazardous,1,Good,46,Good,0,Good,310,Hazardous
16050,China,Nanjing,185,Unhealthy,4,Good,185,Unhealthy,7,Good,143,Unhealthy for Sensitive Groups
16055,Mexico,Rio Bravo,158,Unhealthy,3,Good,14,Good,6,Good,158,Unhealthy
16062,India,Nawashahr,152,Unhealthy,2,Good,152,Unhealthy,1,Good,118,Unhealthy for Sensitive Groups
16065,Brazil,Palmas,163,Unhealthy,6,Good,4,Good,3,Good,163,Unhealthy
16080,India,Khajuraho,207,Very Unhealthy,1,Good,45,Good,0,Good,207,Very Unhealthy
16081,India,Khapa,172,Unhealthy,1,Good,35,Good,0,Good,172,Unhealthy
16082,India,Hodal,500,Hazardous,1,Good,61,Moderate,1,Good,411,Hazardous
16085,Mexico,Huimanguillo,164,Unhealthy,7,Good,6,Good,10,Good,164,Unhealthy
16091,India,Jharia,186,Unhealthy,2,Good,115,Unhealthy for Sensitive Groups,2,Good,186,Unhealthy
16108,Nigeria,Abeokuta,162,Unhealthy,9,Good,11,Good,9,Good,162,Unhealthy
16118,India,Anandpur Sahib,154,Unhealthy,2,Good,154,Unhealthy,2,Good,100,Unhealthy for Sensitive Groups
16126,India,Bagar,500,Hazardous,1,Good,34,Good,0,Good,476,Hazardous
16149,India,Chandauli,245,Very Unhealthy,1,Good,67,Moderate,1,Good,245,Very Unhealthy
16154,India,Chatsu,185,Unhealthy,1,Good,41,Good,0,Good,185,Unhealthy
16175,India,Guna,187,Unhealthy,1,Good,45,Good,0,Good,187,Unhealthy
16195,India,Parvatsar,223,Very Unhealthy,1,Good,36,Good,0,Good,223,Very Unhealthy
16218,Libya,Gat,169,Unhealthy,1,Good,24,Good,0,Good,169,Unhealthy
16219,Uzbekistan,Gazli,173,Unhealthy,1,Good,46,Good,0,Good,173,Unhealthy
16234,India,Ramkola,172,Unhealthy,4,Good,134,Unhealthy for Sensitive Groups,1,Good,172,Unhealthy
16237,India,Ringas,229,Very Unhealthy,1,Good,39,Good,0,Good,229,Very Unhealthy
16250,India,Ballia,377,Hazardous,2,Good,90,Moderate,1,Good,300,Hazardous
16256,India,Bhachau,170,Unhealthy,0,Good,31,Good,0,Good,170,Unhealthy
16257,Bangladesh,Bhola,165,Unhealthy,1,Good,44,Good,1,Good,165,Unhealthy
16262,India,Ahmadabad,158,Unhealthy,1,Good,40,Good,0,Good,158,Unhealthy
16267,India,Alirajpur,154,Unhealthy,0,Good,35,Good,0,Good,154,Unhealthy
16271,India,Arambagh,170,Unhealthy,2,Good,82,Moderate,2,Good,170,Unhealthy
16272,India,Araria,208,Very Unhealthy,2,Good,98,Moderate,1,Good,208,Very Unhealthy
16315,Uzbekistan,Buka,152,Unhealthy,1,Good,46,Good,0,Good,152,Unhealthy
16324,India,Chandia,154,Unhealthy,1,Good,42,Good,0,Good,154,Unhealthy
16330,Pakistan,Chunian,438,Hazardous,1,Good,56,Moderate,1,Good,383,Hazardous
16344,India,Ahraura,177,Unhealthy,4,Good,61,Moderate,8,Good,177,Unhealthy
16354,India,Bah,176,Unhealthy,5,Good,41,Good,10,Good,176,Unhealthy
16355,Senegal,Bakel,168,Unhealthy,1,Good,38,Good,0,Good,168,Unhealthy
16356,India,Baloda Bazar,154,Unhealthy,2,Good,38,Good,4,Good,154,Unhealthy
16360,India,Barnala,162,Unhealthy,4,Good,43,Good,12,Good,162,Unhealthy
16371,India,Budaun,156,Unhealthy,4,Good,31,Good,15,Good,156,Unhealthy
16372,Chile,Bulnes,164,Unhealthy,4,Good,7,Good,8,Good,164,Unhealthy
16387,India,Abohar,162,Unhealthy,2,Good,125,Unhealthy for Sensitive Groups,0,Good,162,Unhealthy
16393,India,Aliganj,187,Unhealthy,3,Good,164,Unhealthy,2,Good,187,Unhealthy
16394,India,Khargone,153,Unhealthy,2,Good,31,Good,3,Good,153,Unhealthy
16395,Pakistan,Khipro,161,Unhealthy,1,Good,30,Good,2,Good,161,Unhealthy
16396,India,Khirkiya,192,Unhealthy,1,Good,37,Good,2,Good,192,Unhealthy
16405,Pakistan,Kotli Loharan,169,Unhealthy,5,Good,31,Good,12,Good,169,Unhealthy
16409,India,Kurduvadi,157,Unhealthy,2,Good,29,Good,4,Good,157,Unhealthy
16432,India,Modasa,153,Unhealthy,2,Good,29,Good,5,Good,153,Unhealthy
16436,India,Mudkhed,174,Unhealthy,1,Good,45,Good,1,Good,174,Unhealthy
16441,India,Nagod,165,Unhealthy,3,Good,103,Unhealthy for Sensitive Groups,2,Good,165,Unhealthy
16443,India,Nandigama,162,Unhealthy,3,Good,38,Good,7,Good,162,Unhealthy
16467,Pakistan,Phalia,170,Unhealthy,5,Good,36,Good,12,Good,170,Unhealthy
16478,India,Kumhari,160,Unhealthy,3,Good,39,Good,5,Good,160,Unhealthy
16485,China,Liangxiang,160,Unhealthy,5,Good,24,Good,30,Good,160,Unhealthy
16493,India,Sirsilla,176,Unhealthy,2,Good,37,Good,8,Good,176,Unhealthy
16519,Indonesia,Purwokerto,178,Unhealthy,9,Good,14,Good,22,Good,178,Unhealthy
16521,India,Qadian,162,Unhealthy,4,Good,41,Good,9,Good,162,Unhealthy
16522,India,Ramganj Mandi,185,Unhealthy,2,Good,38,Good,4,Good,185,Unhealthy
16533,Pakistan,Hala,157,Unhealthy,1,Good,24,Good,2,Good,157,Unhealthy
16543,China,Huaibei,153,Unhealthy,6,Good,75,Moderate,18,Good,153,Unhealthy
16553,India,Jalalpur,167,Unhealthy,4,Good,75,Moderate,6,Good,167,Unhealthy
16554,India,Jaspur,159,Unhealthy,5,Good,20,Good,12,Good,159,Unhealthy
16555,Indonesia,Jatiroto,163,Unhealthy,6,Good,10,Good,13,Good,163,Unhealthy
16562,China,Kaifeng,154,Unhealthy,5,Good,78,Moderate,16,Good,154,Unhealthy
16575,India,Bahsuma,180,Unhealthy,7,Good,14,Good,21,Good,180,Unhealthy
16602,India,Charkhi Dadri,171,Unhealthy,4,Good,128,Unhealthy for Sensitive Groups,5,Good,171,Unhealthy
16611,India,Clement Town,156,Unhealthy,4,Good,25,Good,11,Good,156,Unhealthy
16638,Indonesia,Gamping,164,Unhealthy,6,Good,12,Good,18,Good,164,Unhealthy
16649,India,Dhamnod,159,Unhealthy,2,Good,18,Good,5,Good,159,Unhealthy
16681,India,Khed Brahma,182,Unhealthy,1,Good,35,Good,0,Good,182,Unhealthy
16686,India,Kosamba,156,Unhealthy,1,Good,25,Good,1,Good,156,Unhealthy
16688,China,Shenxian,157,Unhealthy,5,Good,82,Moderate,17,Good,157,Unhealthy
16696,Indonesia,Labuhan,176,Unhealthy,3,Good,176,Unhealthy,1,Good,137,Unhealthy for Sensitive Groups
16699,India,Sirmaur,171,Unhealthy,3,Good,96,Moderate,4,Good,171,Unhealthy
16700,India,Laharpur,177,Unhealthy,4,Good,177,Unhealthy,1,Good,174,Unhealthy
16702,Russian Federation,Skovorodino,214,Very Unhealthy,8,Good,25,Good,9,Good,214,Very Unhealthy
16712,India,Narwar,162,Unhealthy,3,Good,90,Moderate,2,Good,162,Unhealthy
16717,Indonesia,Nganjuk,172,Unhealthy,6,Good,6,Good,19,Good,172,Unhealthy
